"age","race","gender","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","inc.num","dem","male","mor.all","si.all"
72,"White","Male","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Somewhat conservative","Bachelor",4,4,4,5,4,5,1,1,2,6,1,1,"si.supp",3,6.4,3,"m.supp",4,8.5,5,4,0,1,4.33333333333333,2
38,"White","Female","Employed part time","$40 000 to $59 999","Republican","Strong","Liberal","Somewhat liberal","Some college",5,5,5,6,6,6,1,4,1,4,1,1,"si.opp",1,1.1,3,"m.opp",1,1.1,5,3,0,0,5.5,2
75,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Somewhat conservative","Some college",6,6,6,6,6,6,6,6,6,1,1,1,"control",3,10,3,"m.supp",3,10,2,2,0,1,6,3.5
37,"White","Male","Unemployed","$20 000 to $39 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",4,4,5,4,6,4,4,4,4,5,4,4,"m.supp",4,7.5,3,"si.opp",4,6.9,5,2,1,1,4.5,4.16666666666667
51,"Black or African-American","Female","Homemaker","$150 000 or more","Democrat","Not very strong","Neither","Closer to conservatives","Some college",5,5,5,5,6,6,4,6,1,6,4,1,"si.supp",5,6.9,3,"si.opp",1,8.7,5,7,1,0,5.33333333333333,3.66666666666667
82,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",6,5,6,6,6,6,2,5,4,3,1,5,"si.opp",5,9.1,3,"si.supp",5,9,5,2,1,0,5.83333333333333,3.33333333333333
68,"White","Female","Employed part time","$150 000 or more","Republican","Strong","Conservative","Very conservative","Bachelor",3,3,3,5,5,2,4,5,4,3,5,2,"m.opp",1,2.9,3,"si.supp",3,6,5,7,0,0,3.5,3.83333333333333
68,"White","Female","Retired","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Associate degree",5,5,6,5,6,6,3,3,5,5,4,4,"m.supp",2,5.1,3,"si.supp",4,6.1,5,4,0,0,5.5,4
24,"White","Female","Employed part time","$60 000 to $79 999","Something else","Neither","Conservative","Somewhat conservative","Associate degree",3,4,4,4,6,1,1,3,1,5,1,4,"m.supp",1,1,3,"m.supp",3,5.5,5,4,0,0,3.66666666666667,2.5
64,"Hispanic or Latino","Female","Retired","$60 000 to $79 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",5,6,6,6,6,6,1,1,1,4,1,1,"m.supp",5,9.2,3,"m.supp",5,10,5,4,1,0,5.83333333333333,1.5
66,"White","Male","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Master",5,5,5,6,6,5,3,3,1,4,4,2,"control",5,10,3,"m.supp",5,10,5,6,1,1,5.33333333333333,2.83333333333333
65,"White","Male","Employed full time","$100 000 to $149 999","Republican","Not very strong","Conservative","Very conservative","Bachelor",4,4,4,4,5,5,4,4,4,3,4,4,"m.opp",3,6.5,3,"si.opp",4,7.3,5,6,0,1,4.33333333333333,3.83333333333333
65,"White","Male","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","Associate degree",2,2,4,4,6,3,1,6,1,6,1,5,"si.supp",1,1,3,"m.supp",1,1,5,3,0,1,3.5,3.33333333333333
29,"White","Male","Employed full time","$40 000 to $59 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Associate degree",4,4,4,5,4,4,3,4,4,4,4,4,"m.supp",3,5,3,"control",3,5,5,3,0,1,4.16666666666667,3.83333333333333
40,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Neither","Closer to liberals","Associate degree",5,5,5,6,6,2,3,3,4,6,3,2,"control",3,5,3,"control",4,6.6,5,3,1,0,4.83333333333333,3.5
26,"Hispanic or Latino","Male","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","1st-4th grade",2,3,2,4,2,2,3,2,4,2,3,4,"si.supp",1,1.2,4,"m.opp",2,3.2,3,3,1,1,2.5,3
76,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",4,4,5,5,6,5,4,3,3,5,4,4,"si.supp",5,10,3,"si.supp",5,10,5,3,1,0,4.83333333333333,3.83333333333333
68,"White","Male","Employed full time","$80 000 to $99 999","Something else","Neither","Conservative","Somewhat conservative","Bachelor",1,5,5,4,5,2,4,4,4,6,4,2,"si.supp",4,5.5,3,"si.supp",4,7.3,5,5,0,1,3.66666666666667,4
27,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","Some college",5,3,5,2,5,2,1,3,5,6,1,2,"control",4,8,3,"m.opp",4,7.2,6,3,1,0,3.66666666666667,3
71,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",5,4,6,6,6,6,3,2,2,1,1,2,"m.opp",2,3.7,3,"control",5,10,5,3,1,0,5.5,1.83333333333333
71,"White","Female","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Bachelor",1,2,4,4,5,6,2,5,3,6,3,1,"si.supp",2,2.8,3,"si.opp",4,8.2,5,3,0,0,3.66666666666667,3.33333333333333
38,"White","Female","Homemaker","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","Some college",3,4,4,2,6,1,1,4,5,6,1,4,"control",1,1,3,"control",4,8.1,5,2,0,0,3.33333333333333,3.5
70,"White","Female","Employed full time","Less than $20 000","Democrat","Strong","Neither","Closer to liberals","Master",5,5,5,6,6,6,1,2,2,5,1,3,"m.supp",5,9.1,3,"control",5,9.4,5,1,1,0,5.5,2.33333333333333
76,"White","Female","Retired","$60 000 to $79 999","Democrat","Not very strong","Conservative","Somewhat conservative","Master",5,5,5,6,6,5,1,5,4,5,1,1,"m.opp",2,5.1,3,"control",4,7.4,5,4,1,0,5.33333333333333,2.83333333333333
20,"Asian","Female","Employed part time","$100 000 to $149 999","Something else","Neither","Neither","Neither","Associate degree",4,4,4,4,4,4,5,5,2,4,4,5,"control",3,5.4,3,"si.supp",3,5.2,5,6,0,0,4,4.16666666666667
71,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","Bachelor",5,5,6,6,6,6,2,6,6,6,6,6,"si.supp",4,9.8,1,"m.opp",1,10,5,2,0,1,5.66666666666667,5.33333333333333
74,"White","Female","Retired","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",3,3,5,5,4,6,3,3,2,5,3,2,"m.opp",4,9,3,"si.supp",5,9.5,5,7,1,0,4.33333333333333,3
66,"Asian","Female","Retired","$40 000 to $59 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Doctorate",4,4,4,5,6,6,4,4,3,3,4,4,"m.supp",4,7.3,3,"control",4,7.3,5,3,0,0,4.83333333333333,3.66666666666667
52,"Black or African-American","Male","Employed full time","$100 000 to $149 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Associate degree",1,1,1,5,5,1,2,2,1,6,4,2,"m.opp",4,7.9,3,"si.supp",5,9.5,5,6,0,1,2.33333333333333,2.83333333333333
27,"White","Female","Employed part time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,6,6,5,6,3,4,5,3,5,4,2,"si.supp",4,6.1,3,"m.opp",2,4.6,5,4,0,0,5.16666666666667,3.83333333333333
46,"White","Female","Employed part time","Less than $20 000","Democrat","Not very strong","Liberal","Very liberal","Bachelor",3,4,4,4,3,5,4,4,3,2,3,4,"m.opp",4,7.9,3,"si.supp",3,5.5,5,1,1,0,3.83333333333333,3.33333333333333
63,"White","Female","Retired","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",6,6,5,4,5,5,1,2,2,1,1,1,"m.supp",4,8.6,3,"si.supp",4,6.7,5,2,0,0,5.16666666666667,1.33333333333333
58,"White","Male","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Bachelor",5,5,6,5,5,6,1,5,2,6,1,4,"si.supp",1,2.5,3,"m.opp",2,2.5,5,3,0,1,5.33333333333333,3.16666666666667
49,"White","Female","Unemployed","$60 000 to $79 999","Independent","Neither","Neither","Neither","Associate degree",1,5,5,5,5,6,1,3,3,4,2,3,"m.supp",3,7.3,3,"m.supp",4,7.3,5,4,0,0,4.5,2.66666666666667
86,"White","Female","Retired","$80 000 to $99 999","Democrat","Strong","Liberal","Somewhat liberal","Master",5,5,6,5,5,6,1,2,2,5,2,2,"si.supp",2,4.6,3,"control",4,6.4,5,5,1,0,5.33333333333333,2.33333333333333
82,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","High school graduate",5,5,6,6,6,2,1,2,3,6,1,1,"m.supp",3,2.1,3,"m.supp",4,3.6,5,2,0,1,5,2.33333333333333
75,"White","Male","Employed part time","$150 000 or more","Democrat","Strong","Conservative","Somewhat conservative","Doctorate",5,5,5,6,6,6,2,6,1,6,2,2,"m.opp",5,9.9,3,"si.supp",5,9.1,5,7,1,1,5.5,3.16666666666667
34,"White","Female","Homemaker","$60 000 to $79 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Some college",3,4,3,5,4,2,4,4,4,6,4,3,"m.opp",4,7.2,3,"m.supp",3,5.3,5,4,0,0,3.5,4.16666666666667
40,"White","Female","Homemaker","$40 000 to $59 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",4,4,4,4,6,3,2,4,3,6,2,4,"m.opp",3,5.4,3,"si.opp",5,7.4,5,3,0,0,4.16666666666667,3.5
43,"White","Male","Employed part time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Professional degree",5,6,6,6,6,6,6,6,6,6,6,6,"si.opp",5,6.3,3,"m.opp",5,7.4,1,6,1,1,5.83333333333333,6
41,"White","Male","Employed full time","$40 000 to $59 999","Independent","Neither","Conservative","Very conservative","Bachelor",2,1,1,1,4,6,3,5,3,6,4,3,"m.opp",1,1,3,"si.supp",5,5.9,5,3,0,1,2.5,4
30,"White","Male","Employed full time","$60 000 to $79 999","Republican","Strong","Liberal","Very liberal","Bachelor",5,2,3,3,5,2,3,3,1,5,2,4,"si.opp",1,7.1,4,"m.opp",1,8.9,6,4,0,1,3.33333333333333,3
85,"White","Male","Retired","$80 000 to $99 999","Democrat","Strong","Liberal","Somewhat liberal","Master",5,4,5,5,6,3,2,3,4,5,2,4,"si.supp",5,9.1,3,"m.opp",5,9.1,5,5,1,1,4.66666666666667,3.33333333333333
72,"White","Female","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",4,1,6,5,6,2,3,4,3,5,2,2,"si.opp",3,6.4,3,"m.supp",4,9.7,5,6,1,0,4,3.16666666666667
61,"White","Female","Retired","$60 000 to $79 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",6,6,6,6,6,6,2,2,1,5,1,2,"si.opp",4,8.1,3,"si.supp",4,7.8,5,4,1,0,6,2.16666666666667
67,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","12th grade",6,6,6,6,6,6,1,1,1,3,1,3,"si.supp",4,8,3,"control",4,6.6,5,3,1,0,6,1.66666666666667
40,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Doctorate",4,3,2,5,5,5,4,4,3,4,4,3,"control",4,7.2,7,"m.supp",1,6.9,5,7,1,1,4,3.66666666666667
31,"Hispanic or Latino","Female","Employed full time","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,4,6,6,5,2,4,1,3,3,1,"si.opp",4,7,3,"si.opp",4,6.5,5,2,0,0,4.83333333333333,2.33333333333333
58,"White","Male","Employed part time","$150 000 or more","Independent","Neither","Neither","Neither","Bachelor",3,3,3,3,3,3,3,4,3,4,3,3,"m.supp",5,9.1,3,"si.opp",2,5.5,5,7,0,1,3,3.33333333333333
66,"White","Male","Retired","$60 000 to $79 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Some college",5,3,4,6,6,1,1,3,1,6,4,1,"m.opp",5,9,3,"m.opp",4,8,5,4,0,1,4.16666666666667,2.66666666666667
25,"Asian","Male","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Conservative","Somewhat conservative","Associate degree",4,5,5,4,5,6,2,5,2,2,3,2,"control",4,7.6,3,"si.supp",5,8,5,3,1,1,4.83333333333333,2.66666666666667
45,"Hispanic or Latino","Female","Employed full time","$60 000 to $79 999","Republican","Strong","Neither","Closer to conservatives","Associate degree",4,5,6,6,4,2,3,2,4,5,3,6,"si.supp",3,6,3,"si.opp",2,6.6,1,4,0,0,4.5,3.83333333333333
39,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Doctorate",4,5,5,6,3,5,1,3,2,5,3,1,"si.supp",3,4.5,3,"control",3,4.3,3,6,1,1,4.66666666666667,2.5
72,"White","Female","Employed full time","Less than $20 000","Democrat","Strong","Neither","Closer to conservatives","12th grade",5,4,6,6,6,6,1,1,1,1,1,1,"m.opp",2,6.4,3,"si.opp",5,9.2,5,1,1,0,5.5,1
66,"White","Female","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Master",4,5,5,4,4,6,1,4,1,4,1,1,"m.supp",5,10,3,"m.opp",5,10,5,6,1,0,4.66666666666667,2
44,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Master",5,6,5,5,6,6,6,5,5,5,5,6,"si.opp",5,9.6,1,"m.supp",5,10,1,7,1,1,5.5,5.33333333333333
70,"White","Female","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Bachelor",5,4,5,6,5,5,3,5,4,4,3,4,"m.supp",1,2,3,"si.opp",3,4.8,5,3,0,0,5,3.83333333333333
65,"Black or African-American","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",6,5,6,1,6,6,1,1,1,6,1,1,"si.supp",3,5.5,3,"m.opp",5,9,5,2,1,0,5,1.83333333333333
29,"White","Female","Employed full time","$60 000 to $79 999","Democrat","Not very strong","Conservative","Somewhat conservative","Bachelor",6,6,5,5,5,5,6,6,6,6,6,5,"si.supp",2,8.1,2,"si.supp",5,5.6,5,4,1,0,5.33333333333333,5.83333333333333
67,"White","Male","Retired","$60 000 to $79 999","Independent","Neither","Liberal","Very liberal","Bachelor",1,1,1,1,1,1,1,6,1,1,2,1,"si.supp",5,10,3,"m.opp",1,1.6,5,4,0,1,1,2
69,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","High school graduate",6,5,6,6,6,2,1,3,1,1,4,1,"si.supp",4,7.4,3,"si.supp",5,10,5,3,1,0,5.16666666666667,1.83333333333333
59,"White","Female","Homemaker","Less than $20 000","Republican","Strong","Conservative","Very conservative","Master",5,5,5,6,6,6,2,6,3,1,1,5,"si.supp",4,3.6,3,"si.supp",4,7.3,5,1,0,0,5.5,3
60,"Asian","Male","Retired","$20 000 to $39 999","Democrat","Not very strong","Neither","Closer to liberals","Master",4,5,6,6,6,3,4,4,1,6,4,3,"si.opp",5,9.1,3,"si.supp",5,9.6,5,2,1,1,5,3.66666666666667
58,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","Some college",6,6,6,6,6,3,2,5,3,6,2,2,"m.supp",3,5.6,3,"si.supp",5,10,5,2,0,1,5.5,3.33333333333333
25,"White","Female","Homemaker","Less than $20 000","Something else","Neither","Neither","Neither","Some college",1,3,6,4,4,2,1,3,1,6,1,1,"control",1,1,3,"control",3,7.4,5,1,0,0,3.33333333333333,2.16666666666667
30,"Asian","Male","Employed full time","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Associate degree",4,3,3,5,3,3,1,1,1,4,3,1,"m.supp",3,7.3,3,"m.opp",3,7.5,3,2,1,1,3.5,1.83333333333333
38,"White","Male","Employed part time","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",2,4,3,3,5,4,3,3,3,4,4,3,"si.opp",3,5,3,"m.opp",3,5,5,2,0,1,3.5,3.33333333333333
19,"Other","Female","Employed full time","$40 000 to $59 999","Something else","Neither","Neither","Neither","High school graduate",1,3,2,3,1,5,1,4,3,3,3,4,"control",2,3.9,4,"control",4,4.8,1,3,0,0,2.5,3
58,"White","Male","Employed part time","$100 000 to $149 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,4,4,4,3,1,4,2,5,2,3,"m.supp",1,1,3,"m.opp",4,5.2,5,6,0,1,3.83333333333333,2.83333333333333
24,"White","Male","Employed full time","$40 000 to $59 999","Independent","Neither","Neither","Neither","Some college",3,3,3,4,4,4,1,4,2,4,1,3,"m.opp",3,5.2,3,"m.supp",4,7.8,5,3,0,1,3.5,2.5
54,"White","Male","Employed full time","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Master",5,5,5,5,5,5,5,4,4,2,4,2,"m.supp",5,8.5,3,"m.supp",5,8.8,5,2,1,1,5,3.5
20,"Asian","Female","Student","$60 000 to $79 999","Democrat","Not very strong","Liberal","Somewhat liberal","12th grade",3,4,4,4,4,4,3,4,4,4,3,4,"control",4,8,3,"control",2,8.1,4,4,1,0,3.83333333333333,3.66666666666667
63,"White","Female","Retired","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","High school graduate",4,4,5,4,5,6,2,4,6,5,3,3,"control",5,9.4,3,"si.supp",3,5.5,5,1,1,0,4.66666666666667,3.83333333333333
30,"Hispanic or Latino","Female","Employed full time","$20 000 to $39 999","Democrat","Not very strong","Conservative","Somewhat conservative","Some college",5,3,6,5,6,3,4,5,4,6,3,2,"m.opp",5,8.3,3,"si.opp",5,9.6,5,2,1,0,4.66666666666667,4
48,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","Master",1,1,3,1,6,3,2,3,2,6,1,1,"m.supp",3,5.5,3,"m.supp",1,10,5,3,1,0,2.5,2.5
36,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Not very strong","Neither","Neither","Professional degree",1,5,3,4,6,6,2,5,2,2,3,2,"m.supp",2,4.7,4,"control",2,8.3,3,6,1,0,4.16666666666667,2.66666666666667
58,"White","Female","Homemaker","$100 000 to $149 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,4,4,4,2,4,4,3,5,1,1,"m.supp",3,4.5,3,"m.opp",3,6.4,5,6,0,0,3.66666666666667,3
71,"White","Female","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","High school graduate",6,6,6,6,6,4,1,6,6,6,1,1,"si.opp",3,4.9,3,"si.supp",3,4.9,5,3,0,0,5.66666666666667,3.5
64,"White","Female","Homemaker","$20 000 to $39 999","Republican","Not very strong","Conservative","Very conservative","High school graduate",6,6,6,6,6,6,2,3,4,4,3,1,"si.opp",4,5.7,3,"m.supp",3,4.3,5,2,0,0,6,2.83333333333333
59,"White","Female","Retired","$20 000 to $39 999","Independent","Neither","Neither","Neither","Some college",2,2,3,4,5,2,4,4,4,6,4,5,"m.supp",3,5.7,3,"m.supp",3,5.3,5,2,0,0,3,4.5
72,"White","Female","Retired","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","Some college",5,5,6,5,5,6,4,4,4,1,4,1,"control",4,8,3,"si.opp",5,10,5,1,1,0,5.33333333333333,3
60,"White","Male","Retired","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",4,4,5,4,5,5,3,3,2,2,4,3,"si.supp",4,6.4,3,"m.opp",4,5.8,5,4,0,1,4.5,2.83333333333333
31,"Black or African-American","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Conservative","Very conservative","Bachelor",5,3,3,5,3,2,4,3,3,6,3,2,"control",2,4.9,3,"m.supp",2,7,4,5,1,1,3.5,3.5
43,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",1,4,3,5,5,5,3,3,3,5,3,4,"m.supp",3,4.9,3,"si.supp",4,5.8,5,7,1,1,3.83333333333333,3.5
25,"Hispanic or Latino","Female","Homemaker","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",2,5,4,3,2,2,3,3,3,1,3,4,"m.supp",4,8.7,3,"control",4,7.1,5,1,1,0,3,2.83333333333333
22,"White","Male","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","Associate degree",3,5,1,5,1,6,3,1,2,4,3,1,"si.supp",2,6.1,3,"si.opp",4,5.6,5,3,0,1,3.5,2.33333333333333
28,"Asian","Female","Employed part time","$60 000 to $79 999","Republican","Strong","Liberal","Very liberal","Doctorate",6,6,6,6,6,6,1,6,1,1,1,6,"si.supp",5,9.4,3,"si.supp",3,5.3,4,4,0,0,6,2.66666666666667
31,"Black or African-American","Female","Employed part time","$20 000 to $39 999","Independent","Neither","Neither","Neither","High school graduate",5,6,5,6,6,6,1,4,6,6,1,6,"si.supp",5,9.5,3,"si.supp",5,9,4,2,0,0,5.66666666666667,4
21,"Black or African-American","Female","Employed full time","$60 000 to $79 999","Republican","Not very strong","Liberal","Very liberal","Professional degree",6,3,2,4,2,3,4,2,4,4,1,2,"si.opp",3,6,4,"si.supp",2,5.5,3,4,0,0,3.33333333333333,2.83333333333333
18,"Black or African-American","Female","Student","$20 000 to $39 999","Democrat","Strong","Conservative","Very conservative","Some college",2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,1,0,2.83333333333333,2.83333333333333
50,"White","Male","Unemployed","Less than $20 000","Independent","Neither","Neither","Neither","9th grade",1,6,6,6,6,6,1,6,3,6,6,4,"si.opp",4,5.5,3,"si.opp",2,10,5,1,0,1,5.16666666666667,4.33333333333333
